카테고리,기관명,주소,위도,경도
대학교,서울대학교,서울 관악구 관악로 1 서울대학교,37.4662872666604,126.94815644252
대학교,백석예술대학교,서울 서초구 방배로9길 23 백석예술대학교,37.4803713866046,126.996896954333
대학교,서울교육대학교,서울 서초구 서초중앙로 96(서초동 1650),37.4907404857731,127.015424537648
대학교,총신대학교,서울 동작구 사당동 산31-3,37.4908791135567,126.967182104111
대학교,숭실대학교,서울 동작구 상도동 511 숭실대학교,37.4964019323152,126.956588222367
대학교,한영신학대학교,서울 구로구 경인로 290-42  한영신학대학교,37.4965810660171,126.8512499816
전문대학교(3년제),동양미래대학교,서울시 구로구 경인로 445 동양미래대학교 (고척동 62-160),37.4999957879198,126.868169656727
대학교,가톨릭대학교,서울 서초구 반포동 505,37.5000795911196,127.005246798552
대학교,중앙대학교 서울캠퍼스,서울 동작구 흑석로 84,37.5047267237807,126.953833907628
대학교,국제예술대학,서울 강남구 논현동 79,37.5169057779708,127.031003951379
대학교,한국폴리텍Ⅰ대학 서울정수캠퍼스,서울 용산구 보광로 73(보광동 238),37.5299749717494,126.996816950671
대학교,서울디지털대학교,서울 마포구 도화동 560번지,37.5429684534294,126.947855469473
대학교,숙명여자대학교,서울 용산구 청파로47길 100 숙명여자대학교,37.5454740835781,126.965074376341
대학교,건국대학교,서울 광진구 화양동,37.5464762611364,127.071367614735
대학교,장로회신학대학교,서울 광진구 광장로 5길 25-1(광장동) 장로회신학대학교,37.5486902335292,127.104573818024
대학교,한국폴리텍 I 대학 서울강서캠퍼스,서울 강서구 화곡동 산60-1,37.5504023690235,126.843553181181
대학교,홍익대학교,서울특별시 마포구 와우산로 94(상수동),37.5525245968145,126.9250355422
대학교,한양대학교,서울특별시 성동구 왕십리로 222 ,37.5545035492027,127.046611216789
전문대학교(2년제),숭의여자대학교,서울특별시 중구 소파로2길 10(예장동),37.5578530747432,126.987481605528
대학교,추계예술대학교,서울 서대문구 북아현동 190-1 추계예술대학교,37.5627772025805,126.953331564253
대학교,이화여자대학교,서울 서대문구 대현동 11-1 이화여자대학교,37.5631740311778,126.947807434256
대학교,경기대학교,서울 서대문구 경기대로9길 24 경기대학교,37.5651946923921,126.962224150341
전문대학교(3년제),적십자간호대학,서울 종로구 경교장길8,37.5674160717181,126.966305052144
전문대학교(3년제),배화여자대학교,서울 종로구 필운대로 1길 34 배화여자대학교,37.5795440101952,126.967291871532
대학교,명지대학교 인문캠퍼스,서울 서대문구 남가좌동 50-3,37.5802275436823,126.923120664028
대학교,서울시립대학교,서울 동대문구 서울시립대로 163 (전농동 90번지) ,37.5825775765293,127.059988126984
대학교,가톨릭대학교,서울 종로구 창경궁로 296-12(혜화동) ,37.5849009775207,127.004770664086
전문대학교(3년제),명지전문대학,서울 서대문구 가좌로 134 명지전문대학 ,37.5852831941405,126.925647822893
대학교,디지털서울문화예술대학교,서울시 서대문구 통일로 37길 60 (홍제동 318-18),37.5854437357557,126.943879163212
전문대학교(3년제),삼육보건대학교,서울 동대문구 휘경2동,37.5901076994928,127.068614843098
대학교,성균관대학교,서울 종로구 명륜동3가 성균관대학교,37.5904163009275,126.997842699531
대학교,성신여자대학교,서울 성북구 동선동3가 성신여자대학교,37.5946591280857,127.019888420673
전문대학교(3년제),서울여자간호대학교,서울 서대문구 홍제3동 서울여자간호대학,37.597029954835,126.956476606594
대학교,한국외국어대학교,서울 동대문구 이문로 107,37.5982966771548,127.057942413722
대학교,서울기독대학교,서울 은평구 갈현로 4길 26-2호,37.6011252013344,126.91306361612
대학교,한국예술종합학교,서울 성북구 석관동 ,37.6129860183722,127.0614007785
대학교,광운대학교,서울특별시 노원구 월계동 447-1,37.6197033224113,127.059670655809
대학교,서울여자대학교,서울특별시 노원구 화랑로 621 서울여자대학교,37.6273815936787,127.091621159803
