위도,경도,클러스터내마커수,줌레벨
37.48563633344927,126.93560066657692,3,4
37.48564085781852,126.9285598565632,14,4
37.48090466697377,126.92661166583748,3,4
37.47496599999999,126.919475,1,4
37.467032000000025,126.924095,1,4
37.48090033442482,126.90158533380529,3,4
37.483804750346366,126.93138575072902,4,4
37.48640033451756,126.91784600139508,3,4
37.48246200001933,126.94523600008714,2,4
37.47320400091443,126.94038699893724,3,4
37.48564799999999,126.946457,2,4
37.48762850022333,126.9153819992718,6,4
37.4842892014045,126.91831360053726,15,4
37.48547125013666,126.91626349934424,4,4
37.47658900000002,126.932821,1,4
37.477571000108334,126.93554949911936,2,4
37.48502066701539,126.90970899983336,3,4
37.46670499999998,126.939945,1,4
37.47258340118801,126.93547839961887,5,4
37.48851625117983,126.92718275053444,4,4
37.483648,126.922295,1,4
37.47766500012466,126.93736266656626,3,4
37.48462940100171,126.92768700009351,5,4
37.47701699999998,126.940216,1,4
37.47849166728626,126.9362420006137,3,4
37.48389516742108,126.93548466737992,12,4
37.4824446673204,126.93174499841088,3,4
37.482842000021314,126.93453699976604,3,4
37.48292766668491,126.90961633352408,3,4
37.4746,126.94173100000002,1,4
37.48024275024613,126.9444957499415,4,4
37.464874,126.93555299999998,1,4
37.48226,126.949513,2,4
37.477966,126.950704,3,4
37.46960199999999,126.938715,1,4
37.48366399999999,126.956032,1,4
37.477198,126.938762,1,4
37.47791000022105,126.95423125079358,4,4
37.47967933530259,126.95104566830696,3,4
37.48274833379477,126.95429233287064,3,4
37.48757533338371,126.92970516674144,6,4
37.48185300078926,126.9550284993967,4,4
37.48193699999998,126.91996000000002,1,4
37.480192333831056,126.93194200074149,3,4
37.47994200054893,126.91330066589852,3,4
37.4782535007684,126.93458399936036,2,4
37.485786,126.922262,1,4
37.485594000000006,126.950243,1,4
37.468860999999976,126.94062900000002,1,4
37.468104,126.93433600000002,1,4
37.48327199999999,126.907459,1,4
37.48599200002906,126.91277399971608,2,4
37.477954,126.955937,1,4
37.465714,126.931688,1,4
37.47671499999998,126.953202,1,4
37.47654975046255,126.89744525024872,4,4
37.475894183527465,126.89475154492192,11,4
37.47229461208157,126.89266783319238,18,4
37.47756768221623,126.89486403971225,25,4
37.47176533384723,126.89528666809623,9,4
37.47286454723202,126.88774700307798,11,4
37.46791861371997,126.89241464535144,31,4
37.47328488950579,126.89032155484742,9,4
37.47908655612118,126.88937355566108,9,4
37.469286143290766,126.888763856719,7,4
37.46701866696552,126.89396844464112,9,4
37.46522600098088,126.89806957202964,7,4
37.45329628577316,126.9024195718448,7,4
37.47416820026052,126.89496380045928,5,4
37.48180099999999,126.875217,10,4
37.44855999999999,126.90401,1,4
37.47508980159032,126.90329940021094,5,4
37.46942660005493,126.89417239999258,5,4
37.478328500901554,126.9055984999288,4,4
37.46550666667453,126.89042433333104,3,4
37.458543,126.897388,3,4
37.47869476924037,126.9084607692702,13,4
37.454324,126.905811,1,4
37.454057333344295,126.8982619999987,6,4
37.46077100000001,126.905371,1,4
37.47334654624474,126.89703718223636,11,4
37.471435,126.90116899999998,1,4
37.47338000009986,126.89276699993162,6,4
37.46522050069277,126.89320100205455,4,4
37.465147,126.900986,1,4
37.473485,126.90298,1,4
37.46815800000001,126.900933,2,4
37.483792,126.883491,5,4
37.472014000025226,126.90489150006724,4,4
37.478132000000016,126.877307,1,4
37.47237930031206,126.88921179940048,10,4
37.462705400751496,126.89907600113328,5,4
37.47618160012681,126.90074959947452,10,4
37.46754800124496,126.90341349959984,2,4
37.45838333394298,126.90062266872188,3,4
37.447301,126.905585,1,4
37.45922600000004,126.907307,1,4
37.44952600003669,126.90097899961836,3,4
37.478395800035294,126.89196200014744,5,4
37.466385,126.903003,1,4
37.47712299999999,126.909392,1,4
37.4709285721201,126.89052199992224,7,4
37.479716,126.905413,1,4
37.47060900039236,126.8970190007237,4,4
37.477097,126.905538,2,4
37.449697999999984,126.90324699999998,1,4
37.469342,126.901289,1,4
37.463737000000016,126.89165300000002,1,4
37.46404000002049,126.90580949977732,2,4
37.463992000000005,126.903616,1,4
37.474024,126.88875099999998,1,4
37.467151,126.90765000000002,1,4
37.48140260049088,126.88772439902718,5,4
37.478794,126.89584,9,4
37.48115329472827,126.89738335174752,34,4
37.481411,126.838835,1,4
37.48191947138723,126.8992459402198,17,4
37.48035900057429,126.89832569942357,30,4
37.483059,126.852021,1,4
37.488860250000506,126.8834824999975,4,4
37.47999653409764,126.89649280131457,15,4
37.47978894229333,126.89293105850535,17,4
37.48135571453738,126.89060328602729,7,4
37.48628387611112,126.88344424848933,8,4
37.48722866772765,126.88135700265448,3,4
37.48383200000001,126.887593,1,4
37.48577,126.820681,5,4
37.482625,126.88643,3,4
37.49100099999998,126.88555200000002,3,4
37.49100700000002,126.887233,1,4
37.485814,126.886155,1,4
37.470463,126.936604,1,4
37.480029,126.945919,1,4
37.48568899999999,126.882062,1,4
37.49045099999999,126.902372,12,4
37.488419350745424,126.89958429812846,20,4
37.48921133444372,126.89799899864128,6,4
37.489339000195805,126.903391066585,15,4
37.48800900052213,126.9022890011457,7,4
37.4906172862306,126.9057975706494,7,4
37.48822866671096,126.90375433329532,3,4
37.489216,126.901538,1,4
37.45296100098719,126.89960699760496,2,4
37.47085200000044,126.89290449999692,2,4
37.4746290009635,126.89684450146842,2,4
37.477268,126.890321,1,4
37.471827,126.896953,1,4
37.472173333352295,126.8909753333354,3,4
37.477641,126.893073,1,4
37.48247999999997,126.883056,1,4
37.466381,126.892165,1,4
37.465254,126.895169,1,4
37.456986999999984,126.90004,1,4
37.46903399999999,126.904444,1,4
37.48858800000002,126.912838,1,4
37.497276999999976,126.920499,3,4
37.496448,126.91660799999998,1,4
37.4865870004359,126.9209022501188,4,4
37.48636650144324,126.91507066615816,6,4
37.48670720029202,126.91968660054688,5,4
37.48653250001263,126.91747400012925,2,4
37.48765525030752,126.92120199948263,4,4
37.486289,126.912846,1,4
37.494567,126.849622,2,4
37.49301500000001,126.821874,2,4
37.496401334842496,126.84724966625978,3,4
37.501642,126.868622,1,4
37.49124642907896,126.88594971327328,7,4
37.49122299999999,126.89268,1,4
37.50512500000001,126.860569,2,4
37.49969900000002,126.888385,1,4
37.49490066803716,126.84071700321638,3,4
37.49369766785512,126.8883693313154,3,4
37.49687200000273,126.89102300003027,2,4
37.49556099999998,126.890848,1,4
37.48649700001511,126.883739799998,5,4
37.496504000000016,126.888513,5,4
37.49284,126.860281,1,4
37.49304000000002,126.845028,4,4
37.49930700138494,126.88200799790846,4,4
37.50406680038108,126.8651563994798,5,4
37.49128550054533,126.88759049867258,2,4
37.498180000000005,126.888284,1,4
37.50442600000002,126.891204,1,4
37.492526000000005,126.886699,1,4
37.50477699999999,126.845731,1,4
37.53428100031891,126.84638349969848,2,4
37.534676,126.851934,1,4
37.529391500191856,126.84321099873137,2,4
37.53582933427314,126.83876966488538,3,4
37.53457757273124,126.8638014273834,7,4
37.53067400064258,126.84646239956346,5,4
37.534127,126.84441300000002,1,4
37.529088,126.839404,1,4
37.49852700006353,126.84355950021876,2,4
37.500096,126.864835,1,4
37.495554,126.838439,1,4
37.49132166666869,126.8951273333524,3,4
37.49588199999999,126.88013399999998,1,4
37.49599400000002,126.84585400000002,1,4
37.501307,126.888407,1,4
37.503908,126.855792,1,4
37.498585,126.863912,1,4
37.53471850000114,126.86664900000336,2,4
37.521789200666746,126.85328460008463,5,4
37.52413137547752,126.85648387520573,8,4
37.52705799999997,126.85609,3,4
37.52715975006837,126.86284750010518,8,4
37.52288199999999,126.864131,1,4
37.52495700000001,126.86749,2,4
37.525509,126.86383399999998,7,4
37.526708000000006,126.85802300000002,1,4
37.52229250044197,126.85801499943636,2,4
37.520830142939225,126.91178371394608,7,4
37.510148999999984,126.89597700000002,1,4
37.492776933818185,126.90696733355142,15,4
37.49172678639434,126.90440978653048,14,4
37.5091900004831,126.92082837485404,8,4
37.4991307348676,126.91623913174762,15,4
37.524075667665,126.8973883337178,6,4
37.527458038176704,126.90718111089484,27,4
37.505322,126.91169800000002,1,4
37.522376000074274,126.90326074997822,4,4
37.508756750437605,126.89703612591003,8,4
37.523417358726725,126.89979885672736,14,4
37.49397040003209,126.9012990001714,5,4
37.53362566678415,126.90542133311207,3,4
37.50888450180734,126.90936149927715,2,4
37.50073250006752,126.910126749952,4,4
37.49770480106466,126.91593749985692,10,4
37.53561800000001,126.89473499999998,1,4
37.52874533341039,126.89694633327434,3,4
37.52420900149357,126.90910871543645,7,4
37.51144844444815,126.91680233337222,9,4
37.515379376004944,126.91975137618684,8,4
37.51549371429416,126.88560957140898,7,4
37.52921699999999,126.899095,3,4
37.51228199999999,126.908616,1,4
37.52799240034493,126.9056490006203,5,4
37.493585,126.89849300000002,2,4
37.507682,126.90127300000002,1,4
37.50536825000552,126.8968127499612,4,4
37.49122000000001,126.897369,2,4
37.492514,126.901029,2,4
37.49833633413052,126.91821011092682,9,4
37.51235,126.91042400000002,1,4
37.51116780114082,126.918636798605,5,4
37.526846876673424,126.8855113734785,8,4
37.5042000002896,126.89712950051856,4,4
37.51616533350387,126.91564300038124,3,4
37.496770600792736,126.90695720018134,10,4
37.50290733379192,126.89919166586874,3,4
37.52016100015632,126.89117499962124,6,4
37.52298700000001,126.890595,4,4
37.49666900044508,126.89646766558272,3,4
37.499657,126.913629,2,4
37.507488,126.906566,1,4
37.5013553336099,126.91983366590053,3,4
37.49079166729996,126.9059205539499,9,4
37.51937499999998,126.911128,12,4
37.53298950000104,126.8919324999914,2,4
37.50030666754829,126.90051233198872,6,4
37.52222738569045,126.89804315397612,13,4
37.528526,126.908254,1,4
37.50745350022109,126.92133749946736,2,4
37.51269450034439,126.92110100120595,6,4
37.510368,126.909108,1,4
37.50790299999999,126.903013,1,4
37.500432000000025,126.917503,2,4
37.50864199999998,126.912757,1,4
37.517999000225736,126.91105999894646,3,4
37.509713000000005,126.90296,1,4
37.51875825078858,126.90247150067172,8,4
37.495309,126.898084,1,4
37.52234850012943,126.9099560003753,4,4
37.527321,126.89749600000002,2,4
37.52673950044305,126.908670500643,2,4
37.498269,126.90920099999998,1,4
37.52798300026022,126.9001459990294,6,4
37.51052800000002,126.920535,4,4
37.517609500314855,126.91339683375004,6,4
37.52731900000001,126.887667,1,4
37.51058450004467,126.90727049949918,2,4
37.49205100000001,126.89958099999998,3,4
37.49734799999999,126.905187,1,4
37.50719050131059,126.89870649971864,2,4
37.5094,126.905536,1,4
37.50552333358767,126.90845466666764,3,4
37.49823899999998,126.90758,1,4
37.505488,126.913253,2,4
37.49325999999999,126.89637000000002,1,4
37.50123299999999,126.918219,1,4
37.53403200000001,126.903015,1,4
37.514131000000006,126.907696,1,4
37.535984000000006,126.834524,2,4
37.51578299999999,126.85158,2,4
37.519758,126.858532,1,4
37.524793333588825,126.86021566671532,3,4
37.521625,126.861663,1,4
37.525111,126.858266,1,4
37.536039,126.832628,1,4
37.51718799999999,126.83829799999998,2,4
37.52457,126.851007,2,4
37.522627,126.875774,1,4
37.52555099999999,126.872229,1,4
37.52296966847156,126.8513736646657,3,4
37.524705,126.86253,2,4
37.534291,126.82900700000002,1,4
37.53561350012887,126.83040449961447,2,4
37.5283505005543,126.86094450032893,2,4
37.52292300000002,126.85482500000002,1,4
37.533314,126.86474200000002,1,4
37.526242,126.860403,1,4
37.527355999999976,126.860571,2,4
37.523006,126.861605,1,4
37.53037899999999,126.864812,1,4
37.526365,126.852639,1,4
37.518754,126.8711,1,4
37.530826,126.836801,1,4
37.52213,126.89252100000002,1,4
37.51887325127998,126.90729825153552,4,4
37.49406799999999,126.899745,1,4
37.51421550019645,126.92035500022205,2,4
37.51052266678971,126.91135633237477,3,4
37.51978650001521,126.90930550016144,4,4
37.546916200392346,126.86291280192806,5,4
37.57251100000002,126.809053,2,4
37.555985600031,126.86130559992522,5,4
37.5641865390666,126.80923530792454,13,4
37.54625540188012,126.84687450100957,10,4
37.551177,126.833695,1,4
37.54474840168066,126.84370299960852,5,4
37.55572225069157,126.81577074823775,8,4
37.55681827274559,126.86080554555816,11,4
37.557611000973374,126.81500879993008,5,4
37.55900728594729,126.8550895716887,14,4
37.5616885003437,126.81358399971492,2,4
37.55967733529668,126.80966777528388,9,4
37.56646899999999,126.806829,2,4
37.55808440022175,126.81262840022193,5,4
37.53877600000001,126.841881,1,4
37.55495500024686,126.8567757493327,4,4
37.572501,126.820211,1,4
37.558417,126.845183,1,4
37.54711466700566,126.87443800116058,3,4
37.5380925002776,126.8471244983244,2,4
37.548547000000006,126.87826,1,4
37.56398481266935,126.80767243733015,16,4
37.57592900000001,126.810254,1,4
37.55195499999999,126.83517100000002,1,4
37.557418000304274,126.85539562428202,8,4
37.569552000000016,126.84234,2,4
37.571275,126.80951500000002,1,4
37.556983333599696,126.81149400096712,3,4
37.57218500000001,126.815575,2,4
37.54563600000001,126.860046,1,4
37.559785000000005,126.835828,1,4
37.57611499999999,126.802352,1,4
37.56009250104629,126.81217299860712,4,4
37.53807300000001,126.836727,1,4
37.54790499999998,126.843979,1,4
37.53879299999999,126.850517,1,4
37.57278800000002,126.812595,1,4
37.550705999999984,126.831597,1,4
37.55317633359044,126.90682499936842,6,4
37.57459750010707,126.89494599999016,2,4
37.56237600056643,126.9066543347377,3,4
37.56792599999999,126.90761100000002,1,4
37.550872834035545,126.90532133121884,6,4
37.5615330003759,126.90197733444192,6,4
37.56577800036452,126.90787966691585,6,4
37.55501866840883,126.91360333526217,3,4
37.5599575000316,126.90869850008858,2,4
37.553246,126.90103999999998,2,4
37.55788600000001,126.914552,1,4
37.57747700083899,126.89385300097264,3,4
37.562849,126.905199,1,4
37.55815099999999,126.901465,1,4
37.55340100009634,126.91457066600458,3,4
37.552573,126.909094,1,4
37.552576,126.910889,2,4
37.56836833363464,126.90958900042104,3,4
37.55030299999998,126.90950999999998,2,4
37.55485899999999,126.904352,1,4
37.56772700000002,126.911375,1,4
37.551349800627065,126.9080390025119,5,4
37.55572100000001,126.8978,1,4
37.579465,126.90975,1,4
37.58071600000002,126.915676,2,4
37.579322000000005,126.913632,1,4
37.582289,126.914068,1,4
37.53620133381772,126.83476199861916,3,4
37.55887699999999,126.843023,1,4
37.54099399999999,126.836984,1,4
37.54849000000002,126.852162,1,4
37.56723800000004,126.814606,1,4
37.55735400000002,126.840411,1,4
37.54747,126.846855,1,4
37.55533599999997,126.858617,4,4
37.553447,126.863962,2,4
37.554217,126.83927699999998,2,4
37.55577466668624,126.86746333338004,6,4
37.56843900051859,126.81540750150664,2,4
37.563506,126.811859,1,4
37.551567000000006,126.848856,1,4
37.54644400000001,126.866071,1,4
37.545901750048735,126.87610249955236,4,4
37.54492815393361,126.87438661557798,13,4
37.54043127342858,126.88999008932052,11,4
37.53883100000001,126.893544,8,4
37.53644299999999,126.90067500000002,1,4
37.53842200090153,126.89539249959115,2,4
37.53812733336069,126.89739333313896,3,4
37.582982999999984,126.893481,2,4
37.55430599999999,126.909984,1,4
37.55505000150416,126.90017199994084,2,4
37.57615200022768,126.89509650046526,2,4
37.576182,126.89638,1,4
37.56536600000001,126.90600299999998,1,4
37.5566,126.910146,3,4
37.54936300000001,126.915731,1,4
37.556602,126.912006,1,4
37.553939,126.918296,1,4
37.58222750005487,126.91156400037796,2,4
37.58071199999999,126.912762,1,4
37.580761,126.91066200000002,1,4
37.581529,126.908696,1,4
37.54870414417753,126.86643928359248,7,4
37.54450150016027,126.86870099947318,2,4
37.54026199999998,126.83324199999998,1,4
37.54101900148244,126.86497799668956,2,4
37.545891,126.88116300000002,1,4
37.54476300000003,126.881836,1,4
37.54848500000001,126.867708,1,4
37.543064,126.872909,1,4
37.54565900095518,126.87086324984335,4,4
37.53850000000002,126.869502,2,4
37.54077,126.866481,1,4
37.544048,126.86423299999998,1,4
37.589719,126.947474,2,4
37.58566099999999,126.925772,1,4
37.57767500000001,126.928098,1,4
37.58001914313796,126.92565871476324,7,4
37.58302100060029,126.92189899994816,6,4
37.58215257223029,126.92391742865654,7,4
37.59171699999998,126.950288,1,4
37.595479,126.948206,3,4
37.577316333511625,126.9263919998162,3,4
37.58074566758564,126.92188199876117,3,4
37.597723,126.950555,3,4
37.585289,126.91355099999998,1,4
37.5892740000446,126.9445876670205,3,4
37.57873350012626,126.92495050040718,2,4
37.58171850052668,126.92751450201496,2,4
37.58645850002269,126.9479175002511,2,4
37.61080264348004,126.93127564441006,14,4
37.61796400000001,126.914777,6,4
37.591961600786206,126.91897839824932,5,4
37.5926294286497,126.9159557146518,7,4
37.614108,126.92180799999998,2,4
37.59988000000001,126.912717,6,4
37.602864,126.917973,1,4
37.598411000000006,126.920019,1,4
37.58940837522347,126.91578012391878,16,4
37.61690828587683,126.9224254284219,7,4
37.61422400080046,126.91413499887248,6,4
37.600273666957634,126.9176637776654,9,4
37.605097000000015,126.919442,5,4
37.58942,126.911007,1,4
37.59596499999999,126.907881,1,4
37.62246866685784,126.92621783303966,6,4
37.62111300007145,126.91606699939416,6,4
37.59539150018828,126.91868700097722,2,4
37.60665300037158,126.93163500175068,3,4
37.612433,126.927017,3,4
37.61028600000001,126.920746,1,4
37.615939,126.911997,4,4
37.622913,126.918136,2,4
37.606821,126.925876,1,4
37.62392999999998,126.920536,1,4
37.608193,126.916525,1,4
37.60720350119901,126.92238774768124,4,4
37.598048000000006,126.921709,1,4
37.61058718216758,126.92803399942876,11,4
37.60685999999998,126.92829500000002,1,4
37.606460000000006,126.912893,1,4
37.62036960111509,126.92617159816622,5,4
37.597365000902336,126.91052649936216,4,4
37.611236000062654,126.9152526665267,3,4
37.587337000000026,126.915833,1,4
37.61604966667871,126.91700300011146,3,4
37.617339000000015,126.917719,2,4
37.601418,126.919946,1,4
37.60652100000001,126.916457,1,4
37.608005,126.930092,1,4
37.619694,126.927909,1,4
37.602001,126.92289499999998,1,4
37.624466000000005,126.917774,1,4
37.62108500000002,126.933898,1,4
37.62184633379126,126.91904766688576,3,4
37.59646800000002,126.916186,1,4
37.59544000000001,126.913973,1,4
37.59409800000002,126.920068,1,4
37.5983456250923,126.91469437428862,8,4
37.602198,126.911052,1,4
37.57992100016661,126.9666805006948,2,4
37.58132160001136,126.9658507999415,5,4
37.592608,126.94584899999998,1,4
37.59871199999999,126.948444,1,4
37.59669100000001,126.948093,3,4
37.582477,126.937729,1,4
37.583955,126.944908,1,4
37.59721300000002,126.955887,3,4
37.582244,126.91979299999998,1,4
37.62127700021711,126.92459419930891,5,4
37.61905160059321,126.9246468008418,5,4
37.623723,126.92656300000002,1,4
37.616685,126.915357,4,4
37.612909,126.91001300000002,3,4
37.611714000000006,126.91221,5,4
37.61154999999998,126.929669,1,4
37.59666500000001,126.9128,3,4
37.594107668323936,126.91354033600466,3,4
37.599151000000006,126.90860800000002,2,4
37.59488600000002,126.909791,1,4
37.587613,126.918302,3,4
37.57761600078273,126.96789550065428,2,4
37.576513000000006,126.969893,1,4
37.581538,126.968216,1,4
37.583514,126.968634,1,4
37.63484966672105,127.04223100052126,3,4
37.63504550065375,127.0390839987086,2,4
37.59879246275298,127.05516677036464,13,4
37.593272001620974,127.05437100275896,4,4
37.61927899999999,127.027082,7,4
37.61902787500887,127.02381937500648,8,4
37.63196400032976,127.02283950044792,2,4
37.62840825019934,127.02186274893612,4,4
37.640306,127.031661,4,4
37.64149125186088,127.02600225274344,8,4
37.62107300003703,127.02638299978771,2,4
37.63945987560572,127.03015525047904,8,4
37.641414800039314,127.02290879976674,5,4
37.63698175061952,127.02857275002926,4,4
37.632949250775326,127.02488137484552,8,4
37.62754499999999,127.014556,1,4
37.61552040168268,127.03317480220858,5,4
37.6266370005569,127.02308533349846,3,4
37.612248000000015,127.032964,1,4
37.63659833400587,127.02091333358533,3,4
37.63840866718021,127.02800633431552,3,4
37.63782066678232,127.01974566690888,3,4
37.62475950160859,127.02516300312185,2,4
37.63436443052197,127.02594257356763,7,4
37.63522999999999,127.018285,5,4
37.63652275021031,127.02529374923164,4,4
37.624884,127.03043200000002,1,4
37.63643299999999,127.030025,1,4
37.64090766695944,127.02420249994356,6,4
37.64151800123495,127.02826333386616,3,4
37.63331799999999,127.02246499999998,1,4
37.636242,127.034907,2,4
37.639616,127.020524,1,4
37.625244,127.016908,1,4
37.62079500000623,127.01948750002812,2,4
37.63897900000002,127.031601,1,4
37.622634,127.026337,1,4
37.62267775045223,127.02453624883552,4,4
37.621759,127.030343,1,4
37.640045000000015,127.022343,2,4
37.638861,127.02570799999998,3,4
37.63965,127.028478,2,4
37.63486399999999,127.02076599999998,2,4
37.61979800000002,127.033046,1,4
