위도,경도,클러스터내마커수,줌레벨,park_station_개수,park_station_평균거리,park_station_최소거리,park_station_500m내_개수,park_station_1km내_개수,fitness_개수,fitness_평균거리,fitness_최소거리,fitness_500m내_개수,fitness_1km내_개수,public_health_center_개수,public_health_center_평균거리,public_health_center_최소거리,public_health_center_500m내_개수,public_health_center_1km내_개수,park_개수,park_평균거리,park_최소거리,park_500m내_개수,park_1km내_개수,university_개수,university_평균거리,university_최소거리,university_500m내_개수,university_1km내_개수,self_laundromat_개수,self_laundromat_평균거리,self_laundromat_최소거리,self_laundromat_500m내_개수,self_laundromat_1km내_개수,pc_room_개수,pc_room_평균거리,pc_room_최소거리,pc_room_500m내_개수,pc_room_1km내_개수,supermarket_개수,supermarket_평균거리,supermarket_최소거리,supermarket_500m내_개수,supermarket_1km내_개수,hospital_개수,hospital_평균거리,hospital_최소거리,hospital_500m내_개수,hospital_1km내_개수,police_office_개수,police_office_평균거리,police_office_최소거리,police_office_500m내_개수,police_office_1km내_개수,community_center_개수,community_center_평균거리,community_center_최소거리,community_center_500m내_개수,community_center_1km내_개수,outdoor_sports_개수,outdoor_sports_평균거리,outdoor_sports_최소거리,outdoor_sports_500m내_개수,outdoor_sports_1km내_개수,education_개수,education_평균거리,education_최소거리,education_500m내_개수,education_1km내_개수,subway_개수,subway_평균거리,subway_최소거리,subway_500m내_개수,subway_1km내_개수,tax_office_개수,tax_office_평균거리,tax_office_최소거리,tax_office_500m내_개수,tax_office_1km내_개수,convenience_store_개수,convenience_store_평균거리,convenience_store_최소거리,convenience_store_500m내_개수,convenience_store_1km내_개수,post_office_개수,post_office_평균거리,post_office_최소거리,post_office_500m내_개수,post_office_1km내_개수,music_room_개수,music_room_평균거리,music_room_최소거리,music_room_500m내_개수,music_room_1km내_개수,bus_개수,bus_평균거리,bus_최소거리,bus_500m내_개수,bus_1km내_개수,school_개수,school_평균거리,school_최소거리,school_500m내_개수,school_1km내_개수,daycare_개수,daycare_평균거리,daycare_최소거리,daycare_500m내_개수,daycare_1km내_개수,theater_개수,theater_평균거리,theater_최소거리,theater_500m내_개수,theater_1km내_개수,electric_gas_station_개수,electric_gas_station_평균거리,electric_gas_station_최소거리,electric_gas_station_500m내_개수,electric_gas_station_1km내_개수,gas_station_개수,gas_station_평균거리,gas_station_최소거리,gas_station_500m내_개수,gas_station_1km내_개수,접근성_점수,다양성_점수,편의성_점수,종합_점수,구,동,평균월세,평균전세,거래량,평균월세보증금,평균전세보증금,평균월세/평균월세보증금
37.4694266,126.8941724,5,3,174,1196.755316,58.82586138,13,68,69,1116.443552,137.8301638,10,32,1,1384.291067,1384.291067,0,0,3,1295.545598,1216.192098,0,0,0,inf,inf,0,0,0,inf,inf,0,0,64,1228.752615,285.9789219,8,30,21,1086.850892,190.8330715,6,9,313,1298.001164,137.8301638,45,111,5,1100.003331,534.2113044,0,2,8,1179.427396,268.2830032,1,4,0,inf,inf,0,0,7,872.1548157,77.00157141,3,3,0,inf,inf,0,0,1,1076.816186,1076.816186,0,0,114,1132.371626,64.0138669,13,53,5,1277.858536,393.4397927,1,1,162,1160.40105,259.7930844,22,89,262,1158.185163,101.4273726,37,108,17,1138.456333,77.00176952,2,6,183,1171.621058,114.2303007,12,72,2,633.2832653,249.8287073,1,1,3,1128.557059,501.9725567,0,2,5,958.2286099,528.6870303,0,3,70,83.33,100,83,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.47246267,126.8932428,6,3,141,1080.009772,107.1657556,14,60,93,1112.347957,173.1464815,15,33,1,1062.561287,1062.561287,0,0,3,1391.531958,1335.80403,0,0,0,inf,inf,0,0,0,inf,inf,0,0,114,1264.069631,92.84037141,10,39,15,752.9299529,290.3514257,3,12,369,1238.300687,228.2115814,47,109,7,1277.336184,751.9095473,0,4,9,1094.699593,418.0339896,1,5,5,1634.992049,1136.49646,0,0,10,1261.141148,150.7872432,3,4,3,1514.648713,1385.678779,0,0,1,846.4904377,846.4904377,0,1,147,1154.084061,190.1138651,14,56,5,1181.887063,530.1762982,0,2,254,1197.965311,56.21875991,17,93,286,1080.486147,64.88676488,44,130,18,1273.018368,302.3045701,2,6,210,1315.30772,24.96546598,12,58,3,1020.125965,478.6904834,1,2,3,972.4531394,611.717469,0,2,9,1193.280946,417.7207669,1,3,70,91.67,100,85.5,금천구,가산동,46.11747824,17141.207,22.9,3398.030603,17141.207,0.01357182546
37.478335,126.905865,3,3,123,1124.317818,86.64599347,24,52,90,1183.646711,245.3128415,4,28,1,1260.086364,1260.086364,0,0,3,918.5737377,611.9315946,0,2,0,inf,inf,0,0,0,inf,inf,0,0,100,1031.524239,170.2940819,13,46,12,1211.330832,391.2392753,1,3,396,1118.953959,169.0584399,22,135,9,1406.111405,877.9262068,0,2,11,1230.286826,425.4135735,1,3,1,905.6266597,905.6266597,0,1,8,1220.620609,859.5575709,0,2,2,1039.956534,866.6671177,0,1,1,536.4102176,536.4102176,0,1,142,1120.665522,84.46101117,13,55,6,1038.933006,798.9908994,0,2,218,1023.790327,162.7971658,14,95,273,1144.150052,174.0578437,15,109,26,1057.062684,158.3062927,4,12,211,1252.176368,141.8504092,19,66,2,1087.754669,907.4849169,0,1,2,1041.640522,303.1393496,1,1,13,1039.221418,253.3244444,1,8,85,91.67,100,91.5,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.47869477,126.9084608,13,3,123,1236.972459,75.14716993,13,41,90,1242.24315,227.1853819,3,28,1,1468.230186,1468.230186,0,0,3,922.7665004,587.6545737,0,1,0,inf,inf,0,0,0,inf,inf,0,0,100,1102.240774,219.5938895,10,48,12,1334.558663,559.5840834,0,3,396,1156.821179,214.2158892,24,146,9,1444.384586,645.5429913,0,2,11,1265.53657,434.1554159,1,3,1,1006.570388,1006.570388,0,0,8,1320.771441,850.4729476,0,2,2,1015.313753,959.0315245,0,1,1,767.9966549,767.9966549,0,1,142,1165.43199,79.16577492,16,57,6,1064.277661,569.8103868,0,2,218,1102.454224,277.9538027,14,104,273,1192.08516,224.3827631,18,108,26,1054.64556,126.7636377,7,12,211,1291.85609,78.92497062,16,64,2,1177.007892,904.8291118,0,1,2,1151.932527,357.3597987,1,1,13,1038.205181,188.0565399,1,6,77.5,91.67,100,88.5,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.4729515,126.889622,4,3,54,826.6644506,86.18531688,10,41,71,971.3359066,259.4843924,12,41,1,1033.671976,1033.671976,0,0,0,inf,inf,0,0,0,inf,inf,0,0,0,inf,inf,0,0,73,1176.718048,106.654632,6,30,14,798.8227143,437.3411761,2,12,251,1124.523208,175.8105331,15,122,5,1182.186779,745.6645877,0,2,6,1080.7056,477.7999686,1,2,4,1498.665199,1035.241739,0,0,8,1183.777988,229.3120835,1,4,2,1275.619892,1145.557942,0,0,1,1060.262003,1060.262003,0,0,112,1063.921331,122.0628095,14,50,4,976.9311721,710.9292633,0,3,148,1080.096079,110.2374912,11,71,229,978.4847436,74.82857709,39,132,10,1116.558845,539.0476808,0,5,125,1287.176512,306.1070658,9,36,2,642.7162639,521.4075633,0,2,2,651.0288749,300.3357063,1,1,6,1175.3443,730.5158694,0,2,70,87.5,100,84.25,금천구,가산동,46.11747824,17141.207,22.9,3398.030603,17141.207,0.01357182546
37.46801879,126.8920014,14,3,174,1283.154915,195.9207373,10,46,69,1139.892503,181.3767955,10,30,1,1268.945175,1268.945175,0,0,3,1502.487689,1418.885435,0,0,0,inf,inf,0,0,0,inf,inf,0,0,64,1332.071297,484.9599577,2,15,21,1136.358824,400.4178058,6,9,313,1345.174782,177.0447898,32,94,5,1154.120884,447.1212412,1,1,8,1284.709807,507.8190992,0,4,0,inf,inf,0,0,7,964.3248528,234.0119642,1,3,0,inf,inf,0,0,1,1307.732408,1307.732408,0,0,114,1174.43367,58.26338308,13,39,5,1337.817401,624.3711492,0,1,162,1250.325582,250.6612772,9,57,262,1181.769561,71.7489643,29,102,17,1218.01357,106.8850013,2,4,183,1215.120261,133.8458592,16,61,2,782.2525401,465.8039378,1,1,3,1072.078672,422.8462194,1,2,5,1092.600536,772.2115378,0,2,70,83.33,100,83,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.476179,126.895614,3,3,141,1098.702793,49.41520305,13,61,93,1002.500469,185.2725762,10,46,1,707.6962063,707.6962063,0,1,3,1329.341925,1220.489663,0,0,0,inf,inf,0,0,0,inf,inf,0,0,114,1046.79846,238.1000685,9,57,15,828.7826924,189.1158544,1,12,369,1077.521944,203.6512268,27,165,7,1104.169233,425.9642564,1,2,9,979.67709,347.3441724,1,4,5,1345.048013,860.7334968,0,1,10,1154.185943,408.7733648,3,4,3,1248.682861,1140.713539,0,0,1,422.2347727,422.2347727,1,1,147,1048.855807,121.2507026,11,65,5,974.8179135,301.1555995,1,3,254,1009.976757,100.3599124,30,135,286,1032.153565,95.96602662,38,132,18,1123.157048,177.5212679,3,4,210,1247.105701,96.45626129,18,52,3,936.9602272,600.5052353,0,2,3,1033.490081,805.2470874,0,1,9,959.4427957,316.8765325,2,5,70,91.67,100,85.5,금천구,가산동,46.11747824,17141.207,22.9,3398.030603,17141.207,0.01357182546
37.47347533,126.8964203,3,3,141,988.3570484,92.43543988,20,72,93,1089.054963,165.2661862,11,33,1,1012.885496,1012.885496,0,0,3,1149.026088,1103.977576,0,0,0,inf,inf,0,0,0,inf,inf,0,0,114,1175.538705,214.8278298,10,48,15,783.6600338,318.0982913,3,11,369,1169.679435,118.6841308,53,118,7,1221.085686,718.7207494,0,3,9,1010.284625,366.2374254,1,5,5,1622.170525,1148.366531,0,0,10,1236.365262,189.6504012,2,4,3,1500.20992,1390.557258,0,0,1,586.7096487,586.7096487,0,1,147,1111.064458,192.2600592,13,58,5,1106.310723,409.6750874,1,2,254,1113.619235,145.0522852,28,100,286,1069.249268,132.0956947,41,124,18,1138.39003,155.2230851,2,6,210,1251.963436,144.057706,16,57,3,970.8967616,460.5649627,1,2,3,998.182334,858.627677,0,2,9,1002.135634,135.1313554,2,5,70,91.67,100,85.5,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.471435,126.901169,1,3,123,807.5821086,104.1716767,31,87,90,1320.388429,160.1622538,5,26,1,1408.485243,1408.485243,0,0,3,704.5266421,631.4473406,0,3,0,inf,inf,0,0,0,inf,inf,0,0,100,1218.844301,151.2797153,15,34,12,867.974992,434.1904208,5,8,396,1318.640548,124.2604868,54,116,9,1540.785537,292.4953915,1,2,11,1266.715617,388.3594407,3,4,1,1558.221351,1558.221351,0,0,8,1159.717228,457.1899444,1,4,2,1813.908022,1543.644157,0,0,1,742.0811812,742.0811812,0,1,142,1264.271035,122.6884199,15,47,6,1349.948103,271.2212517,1,1,218,1162.556354,115.6385871,40,84,273,1221.882095,35.671339,28,98,26,1223.127022,411.5157716,1,9,211,1205.758876,131.6446761,23,83,2,1076.003285,434.1870718,1,1,2,1028.552003,914.212836,0,1,13,1254.534022,208.8949618,2,3,70,91.67,100,85.5,금천구,독산동,48.43932594,17585.04841,42.56,4715.549462,17585.04841,0.01027225487
37.47338,126.892767,6,3,141,1111.753965,74.41047759,15,57,93,1074.751812,160.1381977,12,35,1,958.3367182,958.3367182,0,1,3,1451.934753,1403.532192,0,0,0,inf,inf,0,0,0,inf,inf,0,0,114,1214.696122,160.5233394,9,39,15,755.3625534,243.349059,2,13,369,1202.204951,185.4041716,16,115,7,1235.009076,648.2158207,0,3,9,1077.272624,400.0596085,1,3,5,1532.967832,1026.826126,0,0,10,1221.022259,57.58355783,2,4,3,1420.45322,1282.932138,0,0,1,806.9965969,806.9965969,0,1,147,1127.708735,150.8394512,11,58,5,1134.239573,569.7316761,0,2,254,1157.77507,135.8684576,23,96,286,1058.755507,35.62336641,40,137,18,1269.480653,266.3730976,1,5,210,1311.504061,117.3396173,13,50,3,999.5991017,573.9852456,0,2,3,974.7821185,542.2241411,0,2,9,1179.027918,453.349959,1,3,70,91.67,100,85.5,금천구,가산동,46.11747824,17141.207,22.9,3398.030603,17141.207,0.01357182546
